cod_Loja,data_compra,inicio,termino,Loja,cod_Produto,produto,EAN,Valor Unitário Sem Imposto,quantidade,valor_total,Impostos,Dinheiro de Volta (Aplicado direto no total),,,,,,,,,,
410,43651.8159606482,43651,43666,Unidade Manaus 1,49618556000135,Smart Pro,190199383180,3000,2,6662.5799999999999,752.58000000000004,90,,,,,,,,,,
410,43651.818148148202,43651,43666,Unidade Manaus 1,49618556000135,Smart Pro,190199383180,3000,1,3331.29,376.29000000000002,45,,,,,,,,,,
410,43651.822500000002,43651,43666,Unidade Manaus 1,49618556000135,Smart Pro,190199383180,3000,1,3331.29,376.29000000000002,45,,,,,,,,,,
410,43651.839895833298,43651,43666,Unidade Manaus 1,49618556000135,Smart Pro,190199383180,3000,1,3331.29,376.29000000000002,45,,,,,,,,,,
410,43651.856655092597,43651,43666,Unidade Manaus 1,49618556000135,Smart Pro,190199383180,3000,1,3331.29,376.29000000000002,45,,,,,,,,,,
410,43651.863576388903,43651,43666,Unidade Manaus 1,49618556000135,Smart Pro,190199383180,3000,1,3331.29,376.29000000000002,45,,,,,,,,,,
410,43651.885439814803,43651,43666,Unidade Manaus 1,49618556000135,Smart Pro,190199383180,3000,1,3331.29,376.29000000000002,45,,,,,,,,,,
410,43651.894606481503,43651,43666,Unidade Manaus 1,49618556000135,Smart Pro,190199383180,3000,2,6662.5799999999999,752.58000000000004,90,,,,,,,,,,
410,43651.894953703697,43651,43666,Unidade Manaus 1,49618556000135,Smart Pro,190199383180,3000,1,3331.29,376.29000000000002,45,,,,,,,,,,
410,43651.898738425902,43651,43666,Unidade Manaus 1,49618556000135,Smart Pro,190199383180,3000,1,3331.29,376.29000000000002,45,,,,,,,,,,
410,43651.904305555603,43651,43666,Unidade Manaus 1,49618556000135,Smart Pro,190199383180,3000,1,3331.29,376.29000000000002,45,,,,,,,,,,
410,43651.906435185199,43651,43666,Unidade Manaus 1,49618556000135,Smart Pro,190199383180,3000,1,3331.29,376.29000000000002,45,,,,,,,,,,
410,43652.324618055602,43651,43666,Unidade Manaus 1,49618556000135,Smart Pro,190199383180,3000,1,3331.29,376.29000000000002,45,,,,,,,,,,
410,43652.3655208333,43651,43666,Unidade Manaus 1,49618556000135,Smart Pro,190199383180,3000,2,6662.5799999999999,752.58000000000004,90,,,,,,,,,,
410,43652.3666435185,43651,43666,Unidade Manaus 1,49618556000135,Smart Pro,190199383180,3000,2,6662.5799999999999,752.58000000000004,90,,,,,,,,,,
410,43652.378981481503,43651,43666,Unidade Manaus 1,49618556000135,Smart Pro,190199383180,3000,1,3331.29,376.29000000000002,45,,,,,,,,,,
410,43652.4054861111,43651,43666,Unidade Manaus 1,49618556000135,Smart Pro,190199383180,3000,1,3331.29,376.29000000000002,45,,,,,,,,,,
410,43652.411979166704,43651,43666,Unidade Manaus 1,49618556000135,Smart Pro,190199383180,3000,1,3331.29,376.29000000000002,45,,,,,,,,,,
410,43652.427418981497,43651,43666,Unidade Manaus 1,49618556000135,Smart Pro,190199383180,3000,1,3331.29,376.29000000000002,45,,,,,,,,,,
410,43652.428888888899,43651,43666,Unidade Manaus 1,49618556000135,Smart Pro,190199383180,3000,1,3331.29,376.29000000000002,45,,,,,,,,,,
410,43652.441990740699,43651,43666,Unidade Manaus 1,49618556000135,Smart Pro,190199383180,3000,1,3331.29,376.29000000000002,45,,,,,,,,,,
410,43652.446516203701,43651,43666,Unidade Manaus 1,49618556000135,Smart Pro,190199383180,3000,1,3331.29,376.29000000000002,45,,,,,,,,,,
410,43652.451168981497,43651,43666,Unidade Manaus 1,49618556000135,Smart Pro,190199383180,3000,2,6662.5799999999999,752.58000000000004,90,,,,,,,,,,
410,43652.457870370403,43651,43666,Unidade Manaus 1,49618556000135,Smart Pro,190199383180,3000,1,3331.29,376.29000000000002,45,,,,,,,,,,
410,43652.459108796298,43651,43666,Unidade Manaus 1,49618556000135,Smart Pro,190199383180,3000,1,3331.29,376.29000000000002,45,,,,,,,,,,
410,43652.4600347222,43651,43666,Unidade Manaus 1,49618556000135,Smart Pro,190199383180,3000,1,3331.29,376.29000000000002,45,,,,,,,,,,
410,43652.460104166697,43651,43666,Unidade Manaus 1,49618556000135,Smart Pro,190199383180,3000,1,3331.29,376.29000000000002,45,,,,,,,,,,
410,43652.4604398148,43651,43666,Unidade Manaus 1,49618556000135,Smart Pro,190199383180,3000,1,3331.29,376.29000000000002,45,,,,,,,,,,
410,43652.473749999997,43651,43666,Unidade Manaus 1,49618556000135,Smart Pro,190199383180,3000,1,3331.29,376.29000000000002,45,,,,,,,,,,
410,43652.479398148098,43651,43666,Unidade Manaus 1,49618556000135,Smart Pro,190199383180,3000,1,3331.29,376.29000000000002,45,,,,,,,,,,
410,43652.481226851902,43651,43666,Unidade Manaus 1,49618556000135,Smart Pro,190199383180,3000,1,3331.29,376.29000000000002,45,,,,,,,,,,
410,43652.489340277803,43651,43666,Unidade Manaus 1,49618556000135,Smart Pro,190199383180,3000,1,3331.29,376.29000000000002,45,,,,,,,,,,
410,43652.495428240698,43651,43666,Unidade Manaus 1,49618556000135,Smart Pro,190199383180,3000,1,3331.29,376.29000000000002,45,,,,,,,,,,
410,43652.511631944399,43651,43666,Unidade Manaus 1,49618556000135,Smart Pro,190199383180,3000,1,3331.29,376.29000000000002,45,,,,,,,,,,
410,43652.511932870402,43651,43666,Unidade Manaus 1,49618556000135,Smart Pro,190199383180,3000,1,3331.29,376.29000000000002,45,,,,,,,,,,
410,43652.523148148197,43651,43666,Unidade Manaus 1,49618556000135,Smart Pro,190199383180,3000,1,3331.29,376.29000000000002,45,,,,,,,,,,
410,43652.525937500002,43651,43666,Unidade Manaus 1,49618556000135,Smart Pro,190199383180,3000,2,6662.5799999999999,752.58000000000004,90,,,,,,,,,,
410,43652.527800925898,43651,43666,Unidade Manaus 1,49618556000135,Smart Pro,190199383180,3000,1,3331.29,376.29000000000002,45,,,,,,,,,,
410,43652.527928240699,43651,43666,Unidade Manaus 1,49618556000135,Smart Pro,190199383180,3000,1,3331.29,376.29000000000002,45,,,,,,,,,,
410,43652.5300347222,43651,43666,Unidade Manaus 1,49618556000135,Smart Pro,190199383180,3000,1,3331.29,376.29000000000002,45,,,,,,,,,,
410,43652.532025462999,43651,43666,Unidade Manaus 1,49618556000135,Smart Pro,190199383180,3000,1,3331.29,376.29000000000002,45,,,,,,,,,,
410,43652.533657407403,43651,43666,Unidade Manaus 1,49618556000135,Smart Pro,190199383180,3000,1,3331.29,376.29000000000002,45,,,,,,,,,,
410,43652.5390162037,43651,43666,Unidade Manaus 1,49618556000135,Smart Pro,190199383180,3000,2,6662.5799999999999,752.58000000000004,90,,,,,,,,,,
410,43652.546840277799,43651,43666,Unidade Manaus 1,49618556000135,Smart Pro,190199383180,3000,2,6662.5799999999999,752.58000000000004,90,,,,,,,,,,
410,43652.549918981502,43651,43666,Unidade Manaus 1,49618556000135,Smart Pro,190199383180,3000,1,3331.29,376.29000000000002,45,,,,,,,,,,
410,43652.557129629597,43651,43666,Unidade Manaus 1,49618556000135,Smart Pro,190199383180,3000,1,3331.29,376.29000000000002,45,,,,,,,,,,
410,43652.5619560185,43651,43666,Unidade Manaus 1,49618556000135,Smart Pro,190199383180,3000,2,6662.5799999999999,752.58000000000004,90,,,,,,,,,,
410,43652.564409722203,43651,43666,Unidade Manaus 1,49618556000135,Smart Pro,190199383180,3000,1,3331.29,376.29000000000002,45,,,,,,,,,,
410,43652.569270833301,43651,43666,Unidade Manaus 1,49618556000135,Smart Pro,190199383180,3000,1,3331.29,376.29000000000002,45,,,,,,,,,,
410,43652.569270833301,43651,43666,Unidade Manaus 1,49618556000135,Smart Pro,190199383180,3000,1,3331.29,376.29000000000002,45,,,,,,,,,,
410,43652.5718402778,43651,43666,Unidade Manaus 1,49618556000135,Smart Pro,190199383180,3000,1,3331.29,376.29000000000002,45,,,,,,,,,,
410,43652.572916666701,43651,43666,Unidade Manaus 1,49618556000135,Smart Pro,190199383180,3000,1,3331.29,376.29000000000002,45,,,,,,,,,,
410,43652.576365740701,43651,43666,Unidade Manaus 1,49618556000135,Smart Pro,190199383180,3000,1,3331.29,376.29000000000002,45,,,,,,,,,,
410,43652.576400462996,43651,43666,Unidade Manaus 1,49618556000135,Smart Pro,190199383180,3000,1,3331.29,376.29000000000002,45,,,,,,,,,,
410,43652.5778125,43651,43666,Unidade Manaus 1,49618556000135,Smart Pro,190199383180,3000,1,3331.29,376.29000000000002,45,,,,,,,,,,
410,43652.583784722199,43651,43666,Unidade Manaus 1,49618556000135,Smart Pro,190199383180,3000,1,3331.29,376.29000000000002,45,,,,,,,,,,
410,43652.5934375,43651,43666,Unidade Manaus 1,49618556000135,Smart Pro,190199383180,3000,1,3331.29,376.29000000000002,45,,,,,,,,,,
410,43652.604745370401,43651,43666,Unidade Manaus 1,49618556000135,Smart Pro,190199383180,3000,1,3331.29,376.29000000000002,45,,,,,,,,,,
410,43652.605891203697,43651,43666,Unidade Manaus 1,49618556000135,Smart Pro,190199383180,3000,1,3331.29,376.29000000000002,45,,,,,,,,,,
410,43652.612708333298,43651,43666,Unidade Manaus 1,49618556000135,Smart Pro,190199383180,3000,1,3331.29,376.29000000000002,45,,,,,,,,,,
410,43652.716249999998,43651,43666,Unidade Manaus 1,49618556000135,Smart Pro,190199383180,3000,1,3331.29,376.29000000000002,45,,,,,,,,,,
410,43652.733634259297,43651,43666,Unidade Manaus 1,49618556000135,Smart Pro,190199383180,3000,1,3331.29,376.29000000000002,45,,,,,,,,,,
410,43652.7427314815,43651,43666,Unidade Manaus 1,49618556000135,Smart Pro,190199383180,3000,1,3331.29,376.29000000000002,45,,,,,,,,,,
410,43652.743101851898,43651,43666,Unidade Manaus 1,49618556000135,Smart Pro,190199383180,3000,2,6662.5799999999999,752.58000000000004,90,,,,,,,,,,
410,43652.744027777801,43651,43666,Unidade Manaus 1,49618556000135,Smart Pro,190199383180,3000,1,3331.29,376.29000000000002,45,,,,,,,,,,
410,43652.756307870397,43651,43666,Unidade Manaus 1,49618556000135,Smart Pro,190199383180,3000,1,3331.29,376.29000000000002,45,,,,,,,,,,
410,43652.758252314801,43651,43666,Unidade Manaus 1,49618556000135,Smart Pro,190199383180,3000,1,3331.29,376.29000000000002,45,,,,,,,,,,
410,43652.7803472222,43651,43666,Unidade Manaus 1,49618556000135,Smart Pro,190199383180,3000,2,6662.5799999999999,752.58000000000004,90,,,,,,,,,,
410,43652.786597222199,43651,43666,Unidade Manaus 1,49618556000135,Smart Pro,190199383180,3000,1,3331.29,376.29000000000002,45,,,,,,,,,,
410,43652.823171296302,43651,43666,Unidade Manaus 1,49618556000135,Smart Pro,190199383180,3000,1,3331.29,376.29000000000002,45,,,,,,,,,,
410,43652.838645833297,43651,43666,Unidade Manaus 1,49618556000135,Smart Pro,190199383180,3000,1,3331.29,376.29000000000002,45,,,,,,,,,,
410,43652.850046296298,43651,43666,Unidade Manaus 1,49618556000135,Smart Pro,190199383180,3000,1,3331.29,376.29000000000002,45,,,,,,,,,,
410,43652.867083333302,43651,43666,Unidade Manaus 1,49618556000135,Smart Pro,190199383180,3000,1,3331.29,376.29000000000002,45,,,,,,,,,,
410,43652.8728819444,43651,43666,Unidade Manaus 1,49618556000135,Smart Pro,190199383180,3000,2,6662.5799999999999,752.58000000000004,90,,,,,,,,,,
410,43653.322141203702,43651,43666,Unidade Manaus 1,49618556000135,Smart Pro,190199383180,3000,1,3331.29,376.29000000000002,45,,,,,,,,,,
410,43653.323865740698,43651,43666,Unidade Manaus 1,49618556000135,Smart Pro,190199383180,3000,1,3331.29,376.29000000000002,45,,,,,,,,,,
410,43653.347604166702,43651,43666,Unidade Manaus 1,49618556000135,Smart Pro,190199383180,3000,2,6662.5799999999999,752.58000000000004,90,,,,,,,,,,
410,43653.349386574097,43651,43666,Unidade Manaus 1,49618556000135,Smart Pro,190199383180,3000,1,3331.29,376.29000000000002,45,,,,,,,,,,
410,43653.371342592603,43651,43666,Unidade Manaus 1,49618556000135,Smart Pro,190199383180,3000,1,3331.29,376.29000000000002,45,,,,,,,,,,
410,43653.375509259298,43651,43666,Unidade Manaus 1,49618556000135,Smart Pro,190199383180,3000,2,6662.5799999999999,752.58000000000004,90,,,,,,,,,,
410,43653.377256944397,43651,43666,Unidade Manaus 1,49618556000135,Smart Pro,190199383180,3000,1,3331.29,376.29000000000002,45,,,,,,,,,,
410,43653.431446759299,43651,43666,Unidade Manaus 1,49618556000135,Smart Pro,190199383180,3000,1,3331.29,376.29000000000002,45,,,,,,,,,,
410,43653.435324074097,43651,43666,Unidade Manaus 1,49618556000135,Smart Pro,190199383180,3000,1,3331.29,376.29000000000002,45,,,,,,,,,,
410,43653.436030092598,43651,43666,Unidade Manaus 1,49618556000135,Smart Pro,190199383180,3000,1,3331.29,376.29000000000002,45,,,,,,,,,,
410,43653.446342592601,43651,43666,Unidade Manaus 1,49618556000135,Smart Pro,190199383180,3000,2,6662.5799999999999,752.58000000000004,90,,,,,,,,,,
410,43653.451226851903,43651,43666,Unidade Manaus 1,49618556000135,Smart Pro,190199383180,3000,1,3331.29,376.29000000000002,45,,,,,,,,,,
410,43653.466192129599,43651,43666,Unidade Manaus 1,49618556000135,Smart Pro,190199383180,3000,1,3331.29,376.29000000000002,45,,,,,,,,,,
410,43653.472094907404,43651,43666,Unidade Manaus 1,49618556000135,Smart Pro,190199383180,3000,1,3331.29,376.29000000000002,45,,,,,,,,,,
410,43653.485937500001,43651,43666,Unidade Manaus 1,49618556000135,Smart Pro,190199383180,3000,1,3331.29,376.29000000000002,45,,,,,,,,,,
410,43653.4859953704,43651,43666,Unidade Manaus 1,49618556000135,Smart Pro,190199383180,3000,1,3331.29,376.29000000000002,45,,,,,,,,,,
410,43653.486921296302,43651,43666,Unidade Manaus 1,49618556000135,Smart Pro,190199383180,3000,1,3331.29,376.29000000000002,45,,,,,,,,,,
410,43653.491550925901,43651,43666,Unidade Manaus 1,49618556000135,Smart Pro,190199383180,3000,2,6662.5799999999999,752.58000000000004,90,,,,,,,,,,
410,43653.496585648201,43651,43666,Unidade Manaus 1,49618556000135,Smart Pro,190199383180,3000,1,3331.29,376.29000000000002,45,,,,,,,,,,
410,43653.499178240701,43651,43666,Unidade Manaus 1,49618556000135,Smart Pro,190199383180,3000,2,6662.5799999999999,752.58000000000004,90,,,,,,,,,,
410,43653.506493055596,43651,43666,Unidade Manaus 1,49618556000135,Smart Pro,190199383180,3000,1,3331.29,376.29000000000002,45,,,,,,,,,,
410,43653.509803240697,43651,43666,Unidade Manaus 1,49618556000135,Smart Pro,190199383180,3000,2,6662.5799999999999,752.58000000000004,90,,,,,,,,,,
410,43653.513391203698,43651,43666,Unidade Manaus 1,49618556000135,Smart Pro,190199383180,3000,1,3331.29,376.29000000000002,45,,,,,,,,,,
410,43653.517094907402,43651,43666,Unidade Manaus 1,49618556000135,Smart Pro,190199383180,3000,1,3331.29,376.29000000000002,45,,,,,,,,,,
410,43653.5203819444,43651,43666,Unidade Manaus 1,49618556000135,Smart Pro,190199383180,3000,2,6662.5799999999999,752.58000000000004,90,,,,,,,,,,
410,43653.521747685198,43651,43666,Unidade Manaus 1,49618556000135,Smart Pro,190199383180,3000,1,3331.29,376.29000000000002,45,,,,,,,,,,
410,43653.535266203697,43651,43666,Unidade Manaus 1,49618556000135,Smart Pro,190199383180,3000,1,3331.29,376.29000000000002,45,,,,,,,,,,
410,43653.567187499997,43651,43666,Unidade Manaus 1,49618556000135,Smart Pro,190199383180,3000,1,3331.29,376.29000000000002,45,,,,,,,,,,
410,43653.574803240699,43651,43666,Unidade Manaus 1,49618556000135,Smart Pro,190199383180,3000,1,3331.29,376.29000000000002,45,,,,,,,,,,
410,43653.582314814797,43651,43666,Unidade Manaus 1,49618556000135,Smart Pro,190199383180,3000,1,3331.29,376.29000000000002,45,,,,,,,,,,
410,43653.583877314799,43651,43666,Unidade Manaus 1,49618556000135,Smart Pro,190199383180,3000,1,3331.29,376.29000000000002,45,,,,,,,,,,
410,43653.6074884259,43651,43666,Unidade Manaus 1,49618556000135,Smart Pro,190199383180,3000,2,6662.5799999999999,752.58000000000004,90,,,,,,,,,,
410,43653.613240740699,43651,43666,Unidade Manaus 1,49618556000135,Smart Pro,190199383180,3000,1,3331.29,376.29000000000002,45,,,,,,,,,,
410,43653.614120370403,43651,43666,Unidade Manaus 1,49618556000135,Smart Pro,190199383180,3000,1,3331.29,376.29000000000002,45,,,,,,,,,,
410,43653.622210648202,43651,43666,Unidade Manaus 1,49618556000135,Smart Pro,190199383180,3000,1,3331.29,376.29000000000002,45,,,,,,,,,,
410,43653.644895833299,43651,43666,Unidade Manaus 1,49618556000135,Smart Pro,190199383180,3000,1,3331.29,376.29000000000002,45,,,,,,,,,,
410,43653.652407407397,43651,43666,Unidade Manaus 1,49618556000135,Smart Pro,190199383180,3000,1,3331.29,376.29000000000002,45,,,,,,,,,,
410,43653.654837962997,43651,43666,Unidade Manaus 1,49618556000135,Smart Pro,190199383180,3000,1,3331.29,376.29000000000002,45,,,,,,,,,,
410,43653.656319444497,43651,43666,Unidade Manaus 1,49618556000135,Smart Pro,190199383180,3000,1,3331.29,376.29000000000002,45,,,,,,,,,,
410,43653.657604166699,43651,43666,Unidade Manaus 1,49618556000135,Smart Pro,190199383180,3000,2,6662.5799999999999,752.58000000000004,90,,,,,,,,,,
410,43653.670902777798,43651,43666,Unidade Manaus 1,49618556000135,Smart Pro,190199383180,3000,1,3331.29,376.29000000000002,45,,,,,,,,,,
410,43653.678229166697,43651,43666,Unidade Manaus 1,49618556000135,Smart Pro,190199383180,3000,1,3331.29,376.29000000000002,45,,,,,,,,,,
410,43653.695740740703,43651,43666,Unidade Manaus 1,49618556000135,Smart Pro,190199383180,3000,1,3331.29,376.29000000000002,45,,,,,,,,,,
410,43653.6977893519,43651,43666,Unidade Manaus 1,49618556000135,Smart Pro,190199383180,3000,1,3331.29,376.29000000000002,45,,,,,,,,,,
410,43653.702523148197,43651,43666,Unidade Manaus 1,49618556000135,Smart Pro,190199383180,3000,1,3331.29,376.29000000000002,45,,,,,,,,,,
410,43653.7058680556,43651,43666,Unidade Manaus 1,49618556000135,Smart Pro,190199383180,3000,1,3331.29,376.29000000000002,45,,,,,,,,,,
410,43653.706365740698,43651,43666,Unidade Manaus 1,49618556000135,Smart Pro,190199383180,3000,1,3331.29,376.29000000000002,45,,,,,,,,,,
410,43653.715729166703,43651,43666,Unidade Manaus 1,49618556000135,Smart Pro,190199383180,3000,1,3331.29,376.29000000000002,45,,,,,,,,,,
410,43653.7344212963,43651,43666,Unidade Manaus 1,49618556000135,Smart Pro,190199383180,3000,1,3331.29,376.29000000000002,45,,,,,,,,,,
410,43653.740150463003,43651,43666,Unidade Manaus 1,49618556000135,Smart Pro,190199383180,3000,1,3331.29,376.29000000000002,45,,,,,,,,,,
410,43653.7407060185,43651,43666,Unidade Manaus 1,49618556000135,Smart Pro,190199383180,3000,1,3331.29,376.29000000000002,45,,,,,,,,,,
410,43653.745694444398,43651,43666,Unidade Manaus 1,49618556000135,Smart Pro,190199383180,3000,1,3331.29,376.29000000000002,45,,,,,,,,,,
410,43653.750682870399,43651,43666,Unidade Manaus 1,49618556000135,Smart Pro,190199383180,3000,1,3331.29,376.29000000000002,45,,,,,,,,,,
410,43653.7578587963,43651,43666,Unidade Manaus 1,49618556000135,Smart Pro,190199383180,3000,1,3331.29,376.29000000000002,45,,,,,,,,,,
410,43653.775879629597,43651,43666,Unidade Manaus 1,49618556000135,Smart Pro,190199383180,3000,1,3331.29,376.29000000000002,45,,,,,,,,,,
410,43653.776956018497,43651,43666,Unidade Manaus 1,49618556000135,Smart Pro,190199383180,3000,1,3331.29,376.29000000000002,45,,,,,,,,,,
410,43653.780833333301,43651,43666,Unidade Manaus 1,49618556000135,Smart Pro,190199383180,3000,2,6662.5799999999999,752.58000000000004,90,,,,,,,,,,
410,43653.784618055601,43651,43666,Unidade Manaus 1,49618556000135,Smart Pro,190199383180,3000,1,3331.29,376.29000000000002,45,,,,,,,,,,
410,43653.789490740703,43651,43666,Unidade Manaus 1,49618556000135,Smart Pro,190199383180,3000,1,3331.29,376.29000000000002,45,,,,,,,,,,
410,43653.804895833302,43651,43666,Unidade Manaus 1,49618556000135,Smart Pro,190199383180,3000,1,3331.29,376.29000000000002,45,,,,,,,,,,
410,43653.805613425902,43651,43666,Unidade Manaus 1,49618556000135,Smart Pro,190199383180,3000,1,3331.29,376.29000000000002,45,,,,,,,,,,
410,43653.833449074104,43651,43666,Unidade Manaus 1,49618556000135,Smart Pro,190199383180,3000,1,3331.29,376.29000000000002,45,,,,,,,,,,
410,43653.834942129601,43651,43666,Unidade Manaus 1,49618556000135,Smart Pro,190199383180,3000,1,3331.29,376.29000000000002,45,,,,,,,,,,
410,43653.840601851902,43651,43666,Unidade Manaus 1,49618556000135,Smart Pro,190199383180,3000,1,3331.29,376.29000000000002,45,,,,,,,,,,
410,43653.847534722197,43651,43666,Unidade Manaus 1,49618556000135,Smart Pro,190199383180,3000,2,6662.5799999999999,752.58000000000004,90,,,,,,,,,,
410,43653.862800925897,43651,43666,Unidade Manaus 1,49618556000135,Smart Pro,190199383180,3000,1,3331.29,376.29000000000002,45,,,,,,,,,,
410,43653.898449074099,43651,43666,Unidade Manaus 1,49618556000135,Smart Pro,190199383180,3000,2,6662.5799999999999,752.58000000000004,90,,,,,,,,,,
410,43654.326412037,43651,43666,Unidade Manaus 1,49618556000135,Smart Pro,190199383180,3000,2,6662.5799999999999,752.58000000000004,90,,,,,,,,,,
410,43654.331886574102,43651,43666,Unidade Manaus 1,49618556000135,Smart Pro,190199383180,3000,1,3331.29,376.29000000000002,45,,,,,,,,,,
410,43654.345104166699,43651,43666,Unidade Manaus 1,49618556000135,Smart Pro,190199383180,3000,3,9993.869999999999,1128.8699999999999,135,,,,,,,,,,
410,43654.358391203699,43651,43666,Unidade Manaus 1,49618556000135,Smart Pro,190199383180,3000,2,6662.5799999999999,752.58000000000004,90,,,,,,,,,,
410,43654.364675925899,43651,43666,Unidade Manaus 1,49618556000135,Smart Pro,190199383180,3000,1,3331.29,376.29000000000002,45,,,,,,,,,,
410,43654.388981481497,43651,43666,Unidade Manaus 1,49618556000135,Smart Pro,190199383180,3000,2,6662.5799999999999,752.58000000000004,90,,,,,,,,,,
410,43654.399166666699,43651,43666,Unidade Manaus 1,49618556000135,Smart Pro,190199383180,3000,1,3331.29,376.29000000000002,45,,,,,,,,,,
410,43654.399421296301,43651,43666,Unidade Manaus 1,49618556000135,Smart Pro,190199383180,3000,2,6662.5799999999999,752.58000000000004,90,,,,,,,,,,
410,43654.418553240699,43651,43666,Unidade Manaus 1,49618556000135,Smart Pro,190199383180,3000,1,3331.29,376.29000000000002,45,,,,,,,,,,
410,43654.417604166701,43651,43666,Unidade Manaus 1,49618556000135,Smart Pro,190199383180,3000,1,3331.29,376.29000000000002,45,,,,,,,,,,
410,43654.423252314802,43651,43666,Unidade Manaus 1,49618556000135,Smart Pro,190199383180,3000,1,3331.29,376.29000000000002,45,,,,,,,,,,
410,43654.422974537003,43651,43666,Unidade Manaus 1,49618556000135,Smart Pro,190199383180,3000,1,3331.29,376.29000000000002,45,,,,,,,,,,
410,43654.432627314804,43651,43666,Unidade Manaus 1,49618556000135,Smart Pro,190199383180,3000,1,3331.29,376.29000000000002,45,,,,,,,,,,
410,43654.433703703697,43651,43666,Unidade Manaus 1,49618556000135,Smart Pro,190199383180,3000,2,6662.5799999999999,752.58000000000004,90,,,,,,,,,,
